ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Country,Country Code,Continent Code,Longitude,Latitude,Continent
149,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
150,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
151,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,,female,,,214.0,,Nairobi,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
152,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
153,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Financial,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
154,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Grand Bay,Education,,,None,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
155,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,Seattle,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
156,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
157,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,40-50,214.0,,Nairobi,,,,Completed,English; Swahili,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
158,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Luanda,,,,None,,72.0%,Angola,AO,AF,17.5691241,-11.8775768,Africa
159,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Social Media,,checked,None,,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
160,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,20-30,214.0,,Pamplemousses,Education,,,Completed,,80.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
161,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
162,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,female,,,214.0,,,,,,None,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
163,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Porto-Novo,,Interview,,Completed,,76.0%,Benin,BJ,AF,2.31006719638123,9.2231105,Africa
164,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,Financial,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
165,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
166,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Environmental,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
167,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
168,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,61.0,,,,,,,,56.0%,United States of America,US,,-100.4458825,39.7837304,North America
169,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
170,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
171,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,123.0,,Sydney,,,,,,68.0%,Australia,AU,OC,134.755,-24.7761086,Oceania
172,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,,,,Completed,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
173,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
174,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,San Francisco,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
175,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
176,RoomMaster,Joined post-Sprint - June,Free Trial,Young Leader,ALU Alumni,checked,female,,,153.0,,Nairobi,,,checked,,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
177,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,,,checked,Completed,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
178,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,,,,214.0,,,,,,None,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
179,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
180,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,,,184.0,,Harare,,,,,English,72.0%,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
181,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Lusaka,,,checked,,,72.0%,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
182,RoomMaster,The Room staff,Founding Member,Mid-career Leader,Staff Alumni,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
183,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Financial,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
184,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Tema,,,,,,68.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
185,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Accra,,,,,,68.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
186,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,,female,,,214.0,,Nairobi,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
187,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
188,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Monrovia,,,,None,,72.0%,Liberia,LR,AF,-9.3658524,5.7499721,Africa
189,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Santa Clara,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
190,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,male,,,214.0,,Nairobi,Publishing,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
191,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,male,,,214.0,,Kigali,Education,,checked,Completed,English; French; Swahili; Kinyarwanda,84.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
192,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,,male,,,214.0,,,,,,None,,64.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
193,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,,30-40,366.0,,Ikeja,,,checked,Completed,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
194,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
195,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
196,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,30-40,214.0,,Washington,Education,,,None,,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
197,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
198,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Salt Lake City,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
199,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Boston,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
200,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Casablanca,,,,Completed,,72.0%,Morocco,MA,AF,-7.3362482,31.1728205,Africa
201,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
202,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,,,214.0,,,,,,,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
203,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
204,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
205,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
206,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Accra,,,checked,,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
207,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
208,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,Consulting,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
209,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Toronto,,,,#REF!,,68.0%,Canadian,CI,AF,-100.3839018,35.9120114,Africa
210,RoomMaster,,Free Trial,Mid-career Leader,Member Nomination,checked,female,,,31.0,,Accra,,,checked,,,68.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
211,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
212,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,San Francisco,,,checked,Completed,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
213,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Lagos,,,,,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
214,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
215,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
216,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,20-30,214.0,,,Education,,,Completed,,76.0%,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
217,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
218,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Nairobi,News Media,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
219,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,,,214.0,,,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
220,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,Nairobi,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
221,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,61.0,,,,,,,,60.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
222,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,checked,Paris,,,,None,,76.0%,France,FR,EU,1.8883335,46.603354,Europe
223,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,,,,,None,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
224,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
225,RoomMaster,,Free Trial,Young Leader,ALU Alumni,checked,male,,,92.0,,Casablanca,,,,,,64.0%,Morocco,MA,AF,-7.3362482,31.1728205,Africa
226,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
227,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,checked,London,,,,None,,76.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
228,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Mombasa,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
229,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,,Witbank Area,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
230,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Port Louis,Education,,,None,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
231,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,checked,,,,,None,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
232,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Education,,,None,,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
233,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,,Webinar,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
234,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Bujumbura,,,,Completed,,76.0%,Burundi,BI,AF,29.8870575,-3.3634357,Africa
235,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,checked,San Francisco,,,,None,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
236,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,Port Elizabeth,,,checked,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
237,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
238,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,20-30,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
239,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Abidjan,,,,None,,72.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
240,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,,male,,,366.0,checked,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
241,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,checked,Durban,,,checked,,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
242,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Lagos,,,checked,None,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
243,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Lagos,,,,None,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
244,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Conakry,,,,Completed,,72.0%,Guinea,GN,AF,-10.7083587,10.7226226,Africa
245,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,,checked,female,,,123.0,,Dubai,,,,,,64.0%,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
246,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Abidjan,,,,None,,72.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
247,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
248,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Norton,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
249,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,Entertainment,,,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
250,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,184.0,,Kigali,,,,,,68.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
251,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
252,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
253,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,30-40,214.0,,Lagos,,,checked,Completed,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
254,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,,,184.0,,Nairobi,,,,,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
255,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,Lagos,,,checked,Completed,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
256,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,London,,,,None,,68.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
257,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
258,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,20-30,214.0,,Abomey-Calavi,,,checked,Completed,English; French; Spanish; Yoruba,84.0%,Benin,BJ,AF,2.31006719638123,9.2231105,Africa
259,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
260,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
261,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
262,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALUSB Alumni,checked,female,,,366.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
263,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Dallas,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
264,RoomMaster,Existing Room member,Founding Member,Senior Leader,School of Wildlife Conservation,checked,female,,,366.0,,Nairobi,Beauty,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
265,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
266,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Law,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
267,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Lusaka,,,,,,68.0%,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
268,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lusaka,,,,None,,72.0%,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
269,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
270,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,,,214.0,checked,,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
271,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Thika,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
272,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
273,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,,checked,male,,30-40,214.0,,Nairobi,,,,Completed,English; Swahili; Yoruba,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
274,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
